,,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,status,status,status,status,status,status,status,status
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
station_id,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17009,Paul Bodin - Clichy,252.0,2.5476190476190474,3.0769860113523513,0.0,0.0,1.5,3.25,13.0,252.0,2.638888888888889,3.640267759124741,0.0,0.0,1.0,3.0,17.0,252.0,5.186507936507937,6.015330390685129,0.0,1.0,3.0,6.0,26.0,252.0,27.28174603174603,6.2405294084550995,6.0,26.0,29.0,32.0,33.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17010,Jonquière - Docteur Paul Brousse,252.0,2.6587301587301586,2.271116749408844,0.0,1.0,2.0,3.0,13.0,252.0,3.3174603174603177,3.186502394221473,0.0,1.0,3.0,4.0,14.0,252.0,5.976190476190476,3.9427461979062457,0.0,3.0,5.0,7.0,18.0,252.0,31.30952380952381,4.282763165306732,20.0,29.0,32.0,34.0,39.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17011,Fragonard - Porte de Clichy,252.0,2.6904761904761907,2.2739273491192025,0.0,1.0,2.0,4.0,10.0,252.0,6.2936507936507935,5.25609865516128,0.0,2.0,4.5,9.0,19.0,252.0,8.984126984126984,6.069956223690247,0.0,4.0,8.0,13.0,26.0,252.0,45.42063492063492,5.539935671528335,30.0,40.0,47.0,50.0,55.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17013,Legendre - Dulong,252.0,1.9484126984126984,2.20315724652278,0.0,0.0,1.0,2.0,10.0,252.0,1.8611111111111112,1.7333601489395758,0.0,1.0,1.0,3.0,8.0,252.0,3.8095238095238093,3.043415688861405,0.0,2.0,3.0,5.0,14.0,252.0,18.488095238095237,3.305774427361726,7.0,17.0,19.0,21.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17015,Place de Lévis,252.0,1.4841269841269842,1.254373239053916,0.0,0.0,1.0,2.0,5.0,252.0,0.8214285714285714,0.9080522601856295,0.0,0.0,1.0,1.0,4.0,252.0,2.3055555555555554,1.5961510255934046,0.0,1.0,2.0,3.0,8.0,252.0,42.6468253968254,1.9654054459581194,38.0,41.0,43.0,44.0,46.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17016,Brochant - Square des Batignolles,252.0,2.984126984126984,2.045241789090635,1.0,1.0,2.0,4.0,9.0,252.0,1.5714285714285714,1.626124233496961,0.0,0.0,1.0,2.0,8.0,252.0,4.555555555555555,2.5422503303021133,1.0,2.0,4.0,6.25,11.0,252.0,25.956349206349206,3.15124704416299,17.0,24.0,27.0,28.0,30.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17017,Gare de Pont-Cardinet,252.0,2.3373015873015874,1.7609411702544386,0.0,1.0,2.0,3.0,7.0,252.0,1.9523809523809523,2.9167933679827667,0.0,0.0,1.0,3.0,17.0,252.0,4.2896825396825395,3.5176578898880333,0.0,2.0,4.0,5.0,20.0,252.0,26.956349206349206,3.624023342135367,11.0,26.0,28.0,29.0,32.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17018,Parc Monceau,252.0,3.873015873015873,2.7613846257882786,0.0,1.75,3.0,6.0,11.0,252.0,2.626984126984127,2.728729041699446,0.0,0.0,2.0,5.0,10.0,252.0,6.5,4.88554253859429,0.0,2.0,6.0,11.0,18.0,252.0,10.107142857142858,4.638358663048844,0.0,6.0,12.0,14.0,17.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17019,Phalsbourg - Villiers,252.0,3.484126984126984,4.372558628071481,0.0,0.0,2.0,4.0,17.0,252.0,1.0912698412698412,1.421099952257388,0.0,0.0,1.0,1.25,5.0,252.0,4.575396825396825,5.288327166918887,0.0,1.0,3.0,6.0,19.0,252.0,13.714285714285714,4.981810968274469,1.0,12.0,15.0,17.25,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17020,Jouffroy d'Abbans - Malesherbes,252.0,3.0634920634920637,3.0277495666226715,0.0,1.0,2.0,4.0,19.0,252.0,1.7023809523809523,1.95841078288906,0.0,0.0,1.0,2.25,10.0,252.0,4.765873015873016,4.460176379740208,0.0,2.0,3.5,6.0,25.0,252.0,20.373015873015873,4.53008381756556,0.0,19.0,22.0,23.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17021,Jouffroy d'Abbans - Villiers,252.0,1.5158730158730158,1.8477255405102286,0.0,0.0,1.0,2.0,10.0,252.0,1.3531746031746033,2.2963399427652007,0.0,0.0,1.0,2.0,13.0,252.0,2.869047619047619,3.770655501906539,0.0,1.0,2.0,3.0,22.0,252.0,30.63888888888889,4.0525133064752445,10.0,30.0,32.0,33.0,34.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17022,Pereire - Place de Wagram,252.0,2.0952380952380953,2.1026584251953437,0.0,1.0,1.0,3.0,9.0,252.0,2.5674603174603177,1.7739293663574647,1.0,1.0,2.0,3.0,9.0,252.0,4.662698412698413,2.9432408656351727,1.0,2.0,4.0,7.0,13.0,252.0,40.773809523809526,2.8801471457382446,33.0,39.0,41.0,43.0,45.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17023,Porte d'Asnières,252.0,3.0,1.918664874437015,0.0,2.0,3.0,4.0,9.0,252.0,3.6666666666666665,2.5701318427744186,0.0,2.0,3.0,6.0,9.0,252.0,6.666666666666667,3.5470654500266705,0.0,4.0,7.0,9.0,17.0,252.0,27.38095238095238,3.434897408205186,18.0,25.0,28.0,30.0,34.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17024,Villiers - Batignolles,252.0,3.0,2.7570987696304985,0.0,1.0,2.5,4.0,13.0,252.0,1.496031746031746,1.7228208497296156,0.0,0.0,1.0,2.0,9.0,252.0,4.496031746031746,3.0760584494845906,0.0,2.0,4.0,6.0,15.0,252.0,17.76984126984127,3.3629400398693035,8.0,16.0,18.0,20.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17025,Chazelles - Courcelles,252.0,2.7261904761904763,2.0916330595983017,0.0,1.0,2.0,4.0,10.0,252.0,1.746031746031746,2.1624705803641273,0.0,0.0,1.0,3.0,9.0,252.0,4.472222222222222,3.6197805152120743,0.0,2.0,3.0,6.0,17.0,252.0,28.03174603174603,3.5726640498836164,15.0,26.0,29.0,30.0,33.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17026,Jouffroy d'Abbans - Wagram,252.0,2.2301587301587302,2.141089935094396,0.0,1.0,2.0,3.0,10.0,252.0,4.003968253968254,3.3345923442864547,1.0,2.0,3.0,6.0,13.0,252.0,6.234126984126984,4.602609041813015,1.0,3.0,5.0,8.0,19.0,252.0,16.535714285714285,4.591121941637181,4.0,14.0,18.0,20.0,22.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17027,Place du Maréchal Juin - Péreire,252.0,2.0,2.622307004129071,0.0,1.0,1.0,2.0,16.0,252.0,1.6349206349206349,1.7175131405897308,0.0,0.0,1.0,3.0,7.0,252.0,3.634920634920635,3.0155062067452487,0.0,1.75,3.0,5.0,17.0,252.0,41.29761904761905,3.0563620351904763,28.0,40.0,42.0,43.0,45.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17028,Reims - Raymond Pitet,252.0,3.107142857142857,3.3388377053307665,0.0,1.0,2.0,4.0,13.0,252.0,2.8333333333333335,3.141420999550099,0.0,1.0,2.0,4.0,14.0,252.0,5.940476190476191,4.699795343029643,0.0,2.0,4.0,10.0,18.0,252.0,30.123015873015873,4.287100315514542,19.0,27.0,31.0,34.0,37.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17029,Pierre Demours - Laugier,252.0,2.238095238095238,2.007668848698164,0.0,1.0,2.0,3.0,10.0,252.0,2.5515873015873014,1.8685160026365908,0.0,1.0,2.0,3.0,9.0,252.0,4.7896825396825395,3.0124926969894945,1.0,3.0,4.0,6.0,17.0,252.0,30.896825396825395,2.8490002861963446,20.0,29.0,31.0,33.0,36.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17030,Pereire - Rennequin,252.0,1.0277777777777777,1.1549401177204563,0.0,0.0,1.0,2.0,5.0,252.0,1.2698412698412698,1.2806416370682328,0.0,0.0,1.0,2.0,6.0,252.0,2.2976190476190474,1.823571395688579,0.0,1.0,2.0,3.0,8.0,252.0,19.78174603174603,1.9134625086205745,13.0,19.0,20.0,21.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17031,Place de la Porte de Champerret,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17032,Jean Oestreicher - Porte de Champerret,252.0,1.7222222222222223,1.5849837627274872,0.0,0.0,1.0,3.0,6.0,252.0,1.8611111111111112,1.0935138159588038,0.0,1.0,2.0,3.0,5.0,252.0,3.5833333333333335,1.9447037074989495,1.0,2.0,3.0,5.0,8.0,252.0,17.150793650793652,1.8980697274647453,13.0,16.0,17.0,18.0,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17033,Carnot - Général Lanrezac,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17036,Place Tristan Bernard,252.0,1.9484126984126984,1.980310818172535,0.0,0.0,1.0,3.0,9.0,252.0,1.3412698412698412,1.505171422317382,0.0,0.0,1.0,2.0,9.0,252.0,3.2896825396825395,2.7235531446048102,0.0,1.0,3.0,5.0,12.0,252.0,23.817460317460316,2.711641697501751,16.0,22.0,24.0,26.0,28.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17037,Bayen - Pereire,252.0,2.2698412698412698,1.9224515325550036,0.0,1.0,2.0,4.0,7.0,252.0,2.238095238095238,2.3530215259641256,0.0,0.0,1.0,3.0,9.0,252.0,4.507936507936508,3.273084809663737,0.0,2.0,4.0,7.0,12.0,252.0,17.08730158730159,3.1986547004555637,10.0,15.0,17.0,20.0,22.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17038,Grande Armée - Brunel,253.0,5.280632411067193,5.1636224129835435,0.0,1.0,3.0,10.0,18.0,253.0,2.375494071146245,2.4113883763820425,0.0,0.0,1.0,4.0,10.0,253.0,7.6561264822134385,6.298489049081462,0.0,3.0,5.0,13.0,23.0,253.0,51.90909090909091,6.115589333860874,38.0,47.0,54.0,57.0,60.0,253.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17039,Place Saint-Ferdinand,252.0,1.6150793650793651,2.0194894017734515,0.0,0.0,1.0,2.0,14.0,252.0,2.488095238095238,2.357461905590819,0.0,1.0,2.0,3.0,13.0,252.0,4.103174603174603,3.276937072171201,0.0,2.0,3.0,5.0,17.0,252.0,33.67063492063492,3.242928376610789,21.0,32.0,35.0,36.0,38.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17040,Pereire - Ternes,252.0,2.4642857142857144,2.776307395569789,0.0,1.0,2.0,4.0,17.0,252.0,2.5595238095238093,3.135776807536187,0.0,1.0,1.0,3.0,15.0,252.0,5.023809523809524,4.238815676350678,0.0,2.0,3.0,7.0,19.0,252.0,42.87301587301587,4.221901021908361,29.0,41.0,44.0,46.0,48.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17041,Guersant - Gouvion-Saint-Cyr,252.0,4.194444444444445,2.4490604932688225,0.0,3.0,4.0,5.0,12.0,252.0,3.0873015873015874,2.346549017419591,1.0,1.0,2.0,4.0,11.0,252.0,7.281746031746032,4.114398017063113,1.0,4.0,6.0,9.0,21.0,252.0,27.047619047619047,4.064925559772077,14.0,25.0,28.0,30.0,34.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17042,Porte Maillot - Pereire,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17043,Belidor - Gouvion-Saint-Cyr,252.0,1.5317460317460319,1.3752884981600921,0.0,0.0,1.0,2.0,6.0,252.0,2.7261904761904763,1.7333236650198085,0.0,1.75,3.0,4.0,7.0,252.0,4.257936507936508,2.398733170787855,0.0,2.0,4.0,6.0,11.0,252.0,34.38492063492063,2.5292414956814393,28.0,33.0,35.0,36.0,39.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17044,Porte de Saint-Ouen - Bessières,252.0,3.9642857142857144,2.849951821378315,1.0,2.0,3.0,5.0,17.0,252.0,2.4126984126984126,2.4601034580319134,0.0,0.0,2.0,4.0,10.0,252.0,6.376984126984127,4.079482482185235,1.0,3.0,5.0,8.25,21.0,252.0,33.198412698412696,4.051500811429931,19.0,31.0,35.0,36.0,38.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17045,Place des Ternes.,252.0,2.234126984126984,1.618107827057915,0.0,1.0,2.0,3.0,8.0,252.0,2.4047619047619047,3.0615949582047466,0.0,1.0,1.0,3.0,14.0,252.0,4.638888888888889,3.2676970757461894,0.0,2.0,4.0,6.0,16.0,252.0,39.31349206349206,3.1812662084741965,29.0,38.0,40.0,41.0,45.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17046,Mac-Mahon - Brey,252.0,1.8015873015873016,1.4255485630084577,0.0,1.0,2.0,2.0,8.0,252.0,1.5873015873015872,1.4790426604906484,0.0,1.0,1.0,2.0,9.0,252.0,3.388888888888889,2.1552205578417674,0.0,2.0,3.0,5.0,12.0,252.0,20.694444444444443,2.3545092976579762,13.0,19.0,21.0,22.25,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17047,Courcelles - Pierre Demours,252.0,1.5595238095238095,1.4199870136563788,0.0,0.0,1.0,3.0,6.0,252.0,2.1587301587301586,2.1494470646814503,0.0,1.0,1.0,3.0,10.0,252.0,3.7182539682539684,2.530291411768661,0.0,2.0,3.0,6.0,11.0,252.0,21.583333333333332,2.8278988581968827,13.0,20.0,22.0,24.0,26.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17048,De Toqueville - Terrasse,252.0,1.7222222222222223,1.3894244208796946,0.0,1.0,2.0,3.0,6.0,252.0,0.753968253968254,0.9994939591047958,0.0,0.0,0.0,1.0,6.0,252.0,2.4761904761904763,1.663837477287151,0.0,1.0,2.0,3.25,8.0,252.0,26.813492063492063,1.7653528331284851,21.0,26.0,27.0,28.0,30.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17050,Batignolles - Abel Truchet,252.0,2.0714285714285716,1.0612971949051258,1.0,1.0,2.0,3.0,7.0,252.0,0.8611111111111112,1.1187266681915933,0.0,0.0,1.0,1.0,5.0,252.0,2.9325396825396823,1.674573353052557,1.0,2.0,3.0,4.0,9.0,252.0,24.805555555555557,1.7279887466228097,18.0,24.0,25.0,26.0,27.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17102,Alfred Roll - Berthier,252.0,2.2738095238095237,2.4267000389648743,0.0,1.0,1.0,3.0,14.0,252.0,2.5634920634920637,2.5701195400478873,0.0,1.0,2.0,3.0,10.0,252.0,4.837301587301587,3.8239804073366646,0.0,2.0,4.0,7.0,18.0,252.0,22.67063492063492,3.96582145769493,9.0,20.0,24.0,26.0,28.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17104,Jardin Marguerite Long,252.0,1.9166666666666667,1.919962234024326,0.0,1.0,2.0,2.0,9.0,252.0,3.365079365079365,1.939742351984527,0.0,2.0,3.0,5.0,7.0,252.0,5.281746031746032,2.8959348013189397,0.0,3.0,5.0,7.0,12.0,252.0,15.396825396825397,3.3910577627443574,6.0,13.0,16.0,18.0,22.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17105,Place Madeleine Daniélou,252.0,2.0357142857142856,2.7489067522170973,0.0,0.0,1.0,3.0,15.0,252.0,3.130952380952381,2.633433953635754,0.0,1.0,3.0,4.0,9.0,252.0,5.166666666666667,4.009450986251781,0.0,2.0,4.0,7.0,19.0,252.0,36.69444444444444,4.0196094150415815,23.0,35.0,38.0,39.0,42.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17106,Berthier - Porte de Clichy,252.0,2.5515873015873014,2.2987345948081934,0.0,1.0,2.0,3.0,14.0,252.0,7.630952380952381,4.98710631210538,0.0,3.0,7.0,12.0,19.0,252.0,10.182539682539682,5.650372189060915,0.0,6.0,10.0,14.0,24.0,252.0,13.325396825396826,5.705703255752007,0.0,9.0,13.0,18.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17107,Berthier - Place Stuart Merril,252.0,2.238095238095238,1.5585700435126433,0.0,1.0,2.0,3.0,8.0,252.0,3.3174603174603177,2.0204168780152334,1.0,2.0,3.0,4.0,10.0,252.0,5.555555555555555,2.551635849188015,1.0,3.0,5.0,7.0,13.0,252.0,30.98015873015873,2.6031706025267987,24.0,29.0,31.0,33.0,35.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17108,Bessières - Porte de Clichy,252.0,2.7301587301587302,3.0582986140910715,0.0,1.0,2.0,4.0,15.0,252.0,7.313492063492063,4.342981757474178,1.0,3.0,7.0,11.0,16.0,252.0,10.043650793650794,6.135430330767725,1.0,5.0,9.0,15.0,27.0,252.0,22.4484126984127,6.1767877277580405,5.0,18.0,23.0,27.25,31.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17110,Legendre - Nollet,252.0,1.869047619047619,2.0459644190693775,0.0,0.0,1.0,3.0,10.0,252.0,1.4007936507936507,2.4806179679803773,0.0,0.0,0.0,2.0,14.0,252.0,3.2698412698412698,3.998829905379142,0.0,1.0,2.0,4.0,20.0,252.0,26.53174603174603,4.1055525668862485,10.0,26.0,28.0,29.0,30.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17111,Lemercier - Cardinet,252.0,1.6785714285714286,1.7841313416562197,0.0,0.0,1.0,3.0,9.0,252.0,2.8452380952380953,3.7432352187972597,0.0,0.0,1.0,4.0,17.0,252.0,4.523809523809524,4.703502612323293,0.0,1.0,3.0,6.25,20.0,252.0,19.392857142857142,4.875382155971112,3.0,17.75,21.0,23.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17116,Reims - Porte d'Asnières,252.0,1.7341269841269842,1.4925932778135291,0.0,0.0,2.0,3.0,6.0,252.0,4.388888888888889,3.6027263298126675,0.0,2.0,3.0,5.0,15.0,252.0,6.123015873015873,4.059903295973367,0.0,3.0,5.0,8.0,17.0,252.0,19.206349206349206,3.953549941069827,9.0,17.0,20.0,22.0,26.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17117,Pereire - Saussure,252.0,2.6785714285714284,2.725827690165183,0.0,1.0,2.0,4.0,12.0,252.0,2.8134920634920637,2.6057201304712554,0.0,1.0,2.0,5.0,12.0,252.0,5.492063492063492,3.8760600025493743,0.0,2.0,5.0,8.0,17.0,252.0,26.13095238095238,3.9208699800062017,15.0,24.0,27.0,29.0,32.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17119,Toqueville - Cardinet,252.0,1.5476190476190477,1.7244764450915484,0.0,0.0,1.0,2.0,7.0,252.0,1.3412698412698412,2.3162777476344303,0.0,0.0,1.0,2.0,15.0,252.0,2.888888888888889,3.046053477600475,0.0,1.0,2.0,4.0,16.0,252.0,29.78968253968254,3.2034923513926135,15.0,28.0,31.0,32.0,33.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17121,Square des Epinettes,252.0,2.369047619047619,2.3774157949894303,0.0,1.0,2.0,3.0,12.0,252.0,1.630952380952381,2.4903627565232287,0.0,0.0,1.0,2.0,11.0,252.0,4.0,4.346542336028083,0.0,1.0,2.0,6.0,19.0,252.0,14.952380952380953,4.200848221798063,1.0,13.0,16.0,18.0,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17122,Bridaine - Lamandé,252.0,1.8015873015873016,1.6314627722411033,0.0,1.0,1.0,3.0,6.0,252.0,0.9285714285714286,1.544446787474332,0.0,0.0,0.0,1.0,10.0,252.0,2.7301587301587302,2.5976167391877385,0.0,1.0,2.0,4.0,15.0,252.0,25.523809523809526,2.7878915356538334,13.0,24.0,26.0,27.0,29.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17123,Mstislav Rostropovitch - Berthier,252.0,2.492063492063492,1.946479227324782,0.0,1.0,2.0,4.0,9.0,252.0,1.6388888888888888,1.4911944581133354,0.0,1.0,1.0,2.0,6.0,252.0,4.130952380952381,2.666509552381637,0.0,2.0,3.0,5.0,12.0,252.0,13.722222222222221,2.7049869509119278,6.0,12.0,14.0,16.0,18.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17124,Porte de Saint-Ouen - Henri Huchard,252.0,4.317460317460317,4.1556389829946445,0.0,1.0,3.0,6.0,19.0,252.0,1.7976190476190477,1.7362763786511748,0.0,0.0,1.0,3.0,9.0,252.0,6.115079365079365,5.171043610872819,0.0,2.0,5.0,8.0,23.0,252.0,19.261904761904763,5.016591708856092,3.0,17.0,20.0,23.0,26.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17125,Marie-Georges Picquart - Pereire,252.0,2.515873015873016,2.313081203315936,0.0,1.0,2.0,4.0,15.0,252.0,3.6785714285714284,4.995202593195682,0.0,0.0,2.0,5.0,15.0,252.0,6.194444444444445,5.6333781244044685,0.0,2.0,4.0,7.0,19.0,252.0,25.03968253968254,5.333351119302538,13.0,23.0,27.0,29.0,31.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17126,Hélène et François Missoffe - Emile Borel,252.0,4.928571428571429,2.921764929225234,1.0,3.0,5.0,6.0,24.0,252.0,3.1825396825396823,2.468610247123649,1.0,1.0,2.0,4.0,9.0,252.0,8.11111111111111,4.0064136275396995,2.0,5.0,7.0,10.0,27.0,252.0,22.83730158730159,4.260599328003319,2.0,21.0,24.0,26.0,29.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17127,Porte de Clichy - Place des Nations Unies,252.0,2.5912698412698414,1.919599885320969,0.0,1.0,2.0,4.0,9.0,252.0,11.428571428571429,4.879305958464984,0.0,8.0,11.0,15.0,22.0,252.0,14.01984126984127,5.293347246715065,1.0,10.0,15.0,18.0,24.0,252.0,25.44047619047619,5.20959394723316,16.0,21.75,24.0,30.0,37.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17202,Mariotte - Batignolles,252.0,1.5833333333333333,1.7346366026999127,0.0,0.0,1.0,2.0,10.0,252.0,1.003968253968254,1.6877765752351455,0.0,0.0,1.0,1.0,12.0,252.0,2.5873015873015874,2.541354663602192,0.0,1.0,2.0,3.0,13.0,252.0,16.793650793650794,2.7172679632936454,5.0,16.0,17.0,19.0,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17203,Place de la Porte de Champeret,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18001,Damrémont - Caulaincourt,252.0,1.376984126984127,1.484564013609388,0.0,0.0,1.0,2.0,6.0,252.0,0.3412698412698413,0.7159280429988518,0.0,0.0,0.0,0.0,3.0,252.0,1.7182539682539681,1.9341716694225823,0.0,0.0,1.0,3.0,9.0,252.0,15.607142857142858,1.780938405731242,9.0,15.0,16.0,17.0,18.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
18003,Cimetière de Montmartre,252.0,2.4682539682539684,3.49316123665699,0.0,0.0,1.0,3.0,18.0,252.0,0.8373015873015873,1.1296958041339928,0.0,0.0,0.5,1.0,6.0,252.0,3.3055555555555554,4.029508794430324,0.0,1.0,2.0,4.0,21.0,252.0,38.66269841269841,4.178454204864385,21.0,38.0,40.0,41.0,43.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
18004,Place des Abbesses,252.0,2.634920634920635,2.5251032075571747,0.0,1.0,2.0,4.0,11.0,252.0,0.6111111111111112,1.0930583011699464,0.0,0.0,0.0,1.0,7.0,252.0,3.246031746031746,2.952982172674868,0.0,1.0,2.5,5.0,12.0,252.0,8.420634920634921,2.968233339382654,0.0,7.0,9.0,11.0,12.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
18005,Tardieu - Chappe,252.0,1.8452380952380953,1.8041169007828681,0.0,1.0,1.0,2.0,9.0,252.0,0.39285714285714285,0.6623246001205693,0.0,0.0,0.0,1.0,4.0,252.0,2.238095238095238,2.0969663971019763,0.0,1.0,2.0,3.0,10.0,252.0,15.527777777777779,2.267741523136882,7.0,14.0,16.0,17.0,18.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
18006,Square Louise Michel,252.0,3.0396825396825395,2.4974913107005197,0.0,1.0,2.0,5.0,10.0,252.0,1.1587301587301588,1.6527784088401751,0.0,0.0,1.0,2.0,11.0,252.0,4.198412698412699,3.701017069794978,0.0,1.0,3.0,6.0,20.0,252.0,31.341269841269842,3.829353389942344,15.0,29.0,33.0,34.0,35.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
18007,Goutte d'or - Barbès,252.0,3.2301587301587302,3.5507985711150445,0.0,1.0,2.0,4.0,16.0,252.0,1.5476190476190477,2.1501677609232797,0.0,0.0,1.0,2.0,11.0,252.0,4.777777777777778,4.77775204086256,0.0,1.0,3.0,6.0,19.0,252.0,14.793650793650794,4.649152705768348,1.0,13.0,16.0,18.0,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
18008,Square Léon,252.0,2.5317460317460316,2.6122192422356325,0.0,1.0,2.0,4.0,14.0,252.0,0.4801587301587302,1.0653933184094635,0.0,0.0,0.0,1.0,6.0,252.0,3.011904761904762,3.4031648533067,0.0,1.0,2.0,4.0,20.0,252.0,29.428571428571427,3.4650872750282775,12.0,29.0,30.0,32.0,33.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
